booking_id,booking_date,arrival_date,lead_time,customer_country,market_segment,repeated_guest,customer_type,adults,children,rooms,stay_length,room_type,reserved_rate,deposit_type,special_requests,booking_channel,cancelled,cancellation_date,occupancy_level,holiday,event,cancellation_reason,revenue,est_revpar,arrival_weekday,booking_month,arrival_month
BK106375,2023-05-18,2023-06-24,37,JPN,Direct,0,Group,1,0,2,7,D,209,Refundable,1,Direct,0,,High,0,0,,2926,156.75,5,5,6
BK106376,2024-05-25,2024-05-26,1,GBR,Offline TA/TO,0,Transient,2,0,1,4,C,93,Refundable,0,OTA,0,,Medium,0,0,,372,60.45,6,5,5
BK106377,2023-01-05,2023-01-14,9,ESP,Online TA,0,Transient,2,0,1,3,B,111,No Deposit,0,Corporate,0,,Low,1,0,,333,49.95,5,1,1
BK106378,2024-06-27,2024-07-17,20,JPN,Direct,0,Transient-Party,2,0,1,5,C,136,Refundable,0,OTA,0,,Peak,0,0,,680,122.4,2,6,7
BK106379,2025-01-23,2025-03-30,66,FRA,Online TA,0,Transient,2,0,1,7,D,168,No Deposit,0,OTA,0,,Medium,0,0,,1176,92.4,6,1,3
BK106380,2023-02-19,2023-03-18,27,AUS,Groups,0,Transient,2,0,1,2,A,103,No Deposit,0,Corporate,0,,Medium,0,0,,206,56.65,5,2,3
BK106381,2024-07-20,2024-08-21,32,IND,Online TA,0,Group,2,0,2,1,D,201,Non Refund,0,Direct,0,,Peak,0,0,,402,170.85,2,7,8
BK106382,2024-03-19,2024-03-21,2,JPN,Online TA,0,Transient,2,1,1,2,A,95,Non Refund,0,OTA,0,,Medium,0,0,,190,52.25,3,3,3
BK106383,2025-05-08,2025-06-05,28,CAN,Direct,0,Transient,4,0,1,1,A,106,No Deposit,0,Direct,0,,High,0,0,,106,79.5,3,5,6
BK106384,2024-08-22,2024-09-02,11,JPN,Direct,1,Transient,2,0,1,5,A,117,No Deposit,3,OTA,0,,High,0,0,,585,81.9,0,8,9
BK106385,2024-05-09,2024-05-15,6,DEU,Direct,0,Group,1,0,4,5,B,140,Non Refund,0,OTA,0,,Medium,0,0,,2800,91.0,2,5,5
BK106386,2024-06-04,2024-06-19,15,CHN,Online TA,0,Transient,3,0,1,3,B,164,Refundable,0,OTA,0,,High,0,0,,492,123.0,2,6,6
BK106387,2025-03-10,2025-06-27,109,GBR,Complementary,0,Transient,3,0,1,5,A,133,No Deposit,0,Direct,1,2025-03-29,High,0,0,Illness,665,99.75,4,3,6
BK106388,2023-07-01,2023-08-07,37,DEU,Offline TA/TO,0,Transient,4,0,1,6,B,168,No Deposit,1,Direct,0,,Peak,0,0,,1008,142.8,0,7,8
BK106389,2024-12-09,2025-02-13,66,FRA,Online TA,1,Group,1,0,4,5,B,126,No Deposit,1,OTA,0,,Low,0,0,,2520,63.0,3,12,2
BK106390,2024-08-15,2024-10-02,48,BRA,Online TA,0,Transient,2,1,1,4,D,143,Refundable,0,Direct,1,2024-08-24,Medium,0,0,Illness,572,85.8,2,8,10
BK106391,2023-06-27,2023-07-04,7,GBR,Direct,0,Transient,2,0,1,3,C,118,No Deposit,2,OTA,0,,Peak,0,0,,354,106.2,1,6,7
BK106392,2025-01-18,2025-02-10,23,IND,Direct,0,Transient,2,0,1,2,A,91,No Deposit,0,OTA,1,2025-01-30,Low,0,0,Travel issue,182,45.5,0,1,2
BK106393,2025-04-14,2025-04-14,0,ESP,Offline TA/TO,0,Group,2,1,2,5,A,120,No Deposit,0,Direct,0,,Medium,0,0,,1200,72.0,0,4,4
BK106394,2023-05-12,2023-07-04,53,GBR,Online TA,0,Transient,2,0,1,2,B,181,No Deposit,0,OTA,1,2023-06-15,Peak,0,0,Change of plans,362,162.9,1,5,7
BK106395,2023-04-17,2023-04-25,8,DEU,Online TA,0,Transient,2,0,1,6,A,94,No Deposit,1,Direct,0,,Medium,0,0,,564,56.4,1,4,4
BK106396,2024-02-01,2024-02-20,19,DEU,Groups,0,Transient,2,0,1,1,D,166,No Deposit,2,OTA,0,,Low,0,0,,166,83.0,1,2,2
BK106397,2024-11-04,2025-01-12,69,DEU,Online TA,0,Transient,2,0,1,2,C,67,No Deposit,3,OTA,0,,Low,0,0,,134,30.15,6,11,1
BK106398,2024-09-06,2024-09-19,13,IND,Online TA,0,Transient,2,1,1,3,A,108,Refundable,0,OTA,0,,High,0,0,,324,75.6,3,9,9
BK106399,2024-09-12,2024-09-19,7,CAN,Groups,1,Transient,4,0,1,1,D,197,Non Refund,1,OTA,0,,High,0,0,,197,137.9,3,9,9
BK106400,2025-06-22,2025-07-18,26,IND,Online TA,0,Transient,3,2,1,4,A,132,Non Refund,0,Travel Agent,0,,Peak,0,0,,528,118.8,4,6,7
BK106401,2023-11-26,2023-12-06,10,USA,Online TA,0,Transient,4,0,1,3,D,218,Non Refund,3,Corporate,1,2023-11-28,Peak,0,0,Family emergency,654,174.4,2,11,12
BK106402,2024-05-31,2024-06-30,30,IND,Online TA,0,Transient,1,0,1,4,A,112,Refundable,1,Direct,0,,High,0,0,,448,84.0,6,5,6
BK106403,2025-06-21,2025-07-19,28,ESP,Complementary,0,Transient,4,0,1,2,A,149,No Deposit,0,OTA,1,2025-06-24,Peak,0,0,Corporate reshuffling,298,134.1,5,6,7
BK106404,2024-01-29,2024-06-01,124,IND,Online TA,0,Transient,1,0,1,3,A,113,Refundable,0,OTA,1,2024-04-09,High,0,0,Travel issue,339,84.75,5,1,6
BK106405,2024-03-04,2024-05-19,76,CAN,Online TA,0,Transient-Party,2,0,1,4,A,112,Refundable,0,OTA,0,,Medium,0,0,,448,72.8,6,3,5
BK106406,2024-09-15,2024-09-20,5,GBR,Online TA,0,Transient,2,0,1,4,B,172,No Deposit,0,OTA,1,2024-09-19,High,0,0,Illness,688,120.4,4,9,9
BK106407,2024-12-10,2025-02-14,66,GBR,Online TA,0,Group,1,0,4,5,D,177,No Deposit,0,OTA,0,,Low,0,0,,3540,88.5,4,12,2
BK106408,2025-02-19,2025-03-24,33,AUS,Online TA,0,Transient,4,1,1,4,B,118,No Deposit,0,Travel Agent,0,,Medium,0,1,,472,64.9,0,2,3
BK106409,2023-09-12,2023-09-30,18,ESP,Corporate,0,Transient-Party,3,0,1,2,B,179,No Deposit,0,OTA,0,,High,0,0,,358,125.3,5,9,9
BK106410,2023-10-08,2023-10-18,10,ITA,Direct,0,Transient,2,2,1,1,D,199,No Deposit,0,OTA,0,,Medium,0,0,,199,119.4,2,10,10
BK106411,2024-02-12,2024-06-08,117,GBR,Complementary,0,Group,2,0,2,1,D,199,No Deposit,0,OTA,1,2024-06-06,High,0,0,Family emergency,398,149.25,5,2,6
BK106412,2023-12-18,2024-07-04,199,DEU,Direct,0,Transient,2,0,1,1,A,144,No Deposit,2,OTA,0,,Peak,0,0,,144,129.6,3,12,7
BK106413,2023-10-29,2023-11-28,30,IND,Online TA,0,Transient,1,1,1,4,B,121,Refundable,0,OTA,0,,Low,0,0,,484,60.5,1,10,11
BK106414,2024-04-08,2024-05-29,51,GBR,Direct,0,Transient,4,0,1,2,B,125,Non Refund,0,Direct,0,,Medium,0,0,,250,81.25,2,4,5
BK106415,2025-04-04,2025-04-07,3,GBR,Online TA,1,Transient,3,0,1,5,A,103,No Deposit,0,Travel Agent,0,,Medium,0,0,,515,61.8,0,4,4
BK106416,2023-05-17,2023-08-01,76,CHN,Direct,0,Transient,2,0,1,2,A,129,No Deposit,0,OTA,1,2023-06-10,Peak,0,0,Budget approval delay,258,109.65,1,5,8
BK106417,2023-05-22,2023-07-16,55,USA,Online TA,0,Transient,1,0,1,4,A,113,No Deposit,2,Direct,0,,Peak,0,0,,452,101.7,6,5,7
BK106418,2024-02-27,2024-03-14,16,DEU,Corporate,0,Transient,2,0,1,2,D,171,No Deposit,1,Direct,0,,Medium,0,0,,342,94.05,3,2,3
BK106419,2024-09-08,2024-09-25,17,USA,Offline TA/TO,0,Transient,2,0,1,2,C,94,Non Refund,0,OTA,0,,High,0,0,,188,65.8,2,9,9
BK106420,2024-12-17,2025-07-27,222,CHN,Direct,0,Contract,4,0,1,1,B,201,Refundable,1,Direct,1,2025-03-01,Peak,0,0,Travel issue,201,180.9,6,12,7
BK106421,2025-06-26,2025-07-20,24,IND,Direct,0,Transient,1,0,1,3,D,220,Non Refund,0,OTA,0,,Peak,0,0,,660,198.0,6,6,7
BK106422,2025-02-05,2025-02-13,8,CHN,Online TA,0,Transient,2,0,1,1,A,87,No Deposit,1,Direct,0,,Low,0,0,,87,43.5,3,2,2
BK106423,2024-06-08,2024-08-14,67,JPN,Online TA,0,Transient,2,1,1,3,B,181,Refundable,0,Direct,0,,Peak,1,0,,543,153.85,2,6,8
BK106424,2023-11-03,2023-12-03,30,ITA,Complementary,0,Transient,3,2,1,6,B,176,Refundable,0,Direct,0,,Peak,0,0,,1056,140.8,6,11,12
BK106425,2025-05-13,2025-06-30,48,IND,Online TA,0,Transient,1,0,1,3,D,196,Refundable,0,Direct,0,,High,0,0,,588,147.0,0,5,6
BK106426,2024-12-19,2025-01-21,33,FRA,Complementary,1,Transient,1,0,1,5,A,86,No Deposit,1,Direct,0,,Low,0,0,,430,38.7,1,12,1
BK106427,2024-07-14,2024-08-21,38,GBR,Corporate,0,Transient,1,0,1,5,A,121,No Deposit,1,Direct,0,,Peak,0,0,,605,102.85,2,7,8
BK106428,2025-05-31,2025-07-04,34,DEU,Complementary,0,Transient-Party,2,2,1,5,D,217,Non Refund,0,Direct,0,,Peak,0,0,,1085,195.3,4,5,7
BK106429,2023-11-18,2023-12-04,16,USA,Direct,0,Group,2,0,2,1,A,113,Refundable,0,Direct,0,,Peak,0,0,,226,90.4,0,11,12
BK106430,2024-12-29,2025-01-13,15,JPN,Online TA,0,Transient,4,0,1,5,A,93,Non Refund,0,Direct,0,,Low,0,0,,465,41.85,0,12,1
BK106431,2025-01-24,2025-04-09,75,USA,Direct,0,Transient,2,0,1,2,C,92,Non Refund,0,Direct,0,,Medium,0,0,,184,55.2,2,1,4
BK106432,2024-07-20,2024-07-21,1,CHN,Direct,0,Transient,2,0,1,4,A,126,Non Refund,1,Direct,1,2024-07-21,Peak,0,0,Family emergency,504,113.4,6,7,7
BK106433,2024-10-09,2024-11-27,49,DEU,Online TA,0,Transient,4,1,1,5,C,87,Refundable,2,Travel Agent,0,,Low,0,0,,435,43.5,2,10,11
BK106434,2023-08-11,2023-09-22,42,GBR,Online TA,0,Contract,2,1,1,1,B,142,Refundable,1,OTA,0,,High,0,0,,142,99.4,4,8,9
BK106435,2023-07-25,2023-09-05,42,IND,Corporate,0,Contract,4,0,1,3,C,102,Refundable,0,OTA,1,2023-08-14,High,0,0,Found cheaper option,306,71.4,1,7,9
BK106436,2023-08-03,2023-09-19,47,IND,Online TA,0,Transient,2,0,1,3,E,193,Non Refund,1,OTA,1,2023-09-18,High,0,0,Family emergency,579,135.1,1,8,9
BK106437,2024-10-01,2024-10-23,22,DEU,Online TA,0,Transient,2,0,1,3,A,105,No Deposit,1,Direct,0,,Medium,0,0,,315,63.0,2,10,10
BK106438,2025-01-01,2025-02-21,51,ESP,Online TA,0,Contract,1,1,1,3,B,157,Non Refund,2,Direct,0,,Low,0,0,,471,78.5,4,1,2
BK106439,2023-10-25,2023-11-02,8,DEU,Online TA,0,Transient,3,1,1,2,B,110,No Deposit,0,Corporate,0,,Low,0,0,,220,55.0,3,10,11
BK106440,2024-12-04,2024-12-25,21,BRA,Online TA,0,Transient,1,0,1,6,C,106,Non Refund,1,Direct,1,2024-12-13,Peak,1,0,Change of plans,636,84.8,2,12,12
BK106441,2023-12-20,2023-12-28,8,USA,Online TA,0,Transient,2,1,1,3,C,112,Non Refund,0,Direct,0,,Peak,0,0,,336,89.6,3,12,12
BK106442,2024-11-19,2024-11-25,6,ESP,Online TA,0,Transient,2,0,1,1,A,102,No Deposit,0,OTA,0,,Low,0,0,,102,51.0,0,11,11
BK106443,2023-05-16,2023-05-25,9,USA,Direct,0,Transient,3,0,1,3,C,93,Non Refund,1,Direct,0,,Medium,0,0,,279,60.45,3,5,5
BK106444,2024-12-28,2025-01-25,28,AUS,Online TA,1,Group,3,0,2,1,D,149,Refundable,1,Direct,1,2025-01-11,Low,0,0,Budget approval delay,298,67.05,5,12,1
BK106445,2024-10-27,2024-11-04,8,DEU,Offline TA/TO,0,Transient,2,1,1,3,C,93,Refundable,1,Direct,0,,Low,0,0,,279,46.5,0,10,11
BK106446,2023-07-02,2023-07-14,12,GBR,Offline TA/TO,0,Transient,2,0,1,4,C,105,Non Refund,1,Corporate,0,,Peak,0,0,,420,94.5,4,7,7
BK106447,2024-05-30,2024-07-14,45,GBR,Corporate,0,Transient,2,0,1,3,C,131,Non Refund,0,OTA,0,,Peak,0,0,,393,117.9,6,5,7
BK106448,2024-07-09,2024-08-29,51,BRA,Online TA,1,Transient,3,1,1,6,C,110,No Deposit,0,OTA,0,,Peak,0,0,,660,93.5,3,7,8
BK106449,2024-12-11,2024-12-18,7,JPN,Online TA,0,Transient,2,0,1,6,E,274,No Deposit,1,OTA,0,,Peak,1,0,,1644,219.2,2,12,12
BK106450,2024-10-14,2024-10-25,11,GBR,Corporate,0,Transient,1,1,1,2,B,144,No Deposit,0,OTA,0,,Medium,0,0,,288,86.4,4,10,10
BK106451,2023-11-27,2023-12-23,26,ESP,Corporate,1,Group,1,0,3,1,A,124,Non Refund,1,Direct,0,,Peak,1,0,,372,99.2,5,11,12
BK106452,2024-12-28,2025-03-01,63,DEU,Direct,0,Group,2,0,2,1,B,128,No Deposit,0,Travel Agent,1,2025-01-02,Medium,0,0,Family emergency,256,70.4,5,12,3
BK106453,2023-04-29,2023-05-21,22,JPN,Offline TA/TO,0,Transient,2,0,1,1,C,83,No Deposit,0,Travel Agent,0,,Medium,0,0,,83,53.95,6,4,5
BK106454,2025-02-18,2025-03-06,16,ITA,Offline TA/TO,0,Transient,2,1,1,3,A,88,Refundable,0,OTA,1,2025-02-24,Medium,0,0,Change of plans,264,48.4,3,2,3
BK106455,2023-12-27,2024-01-13,17,GBR,Online TA,0,Transient,2,0,1,2,A,79,Refundable,0,Direct,0,,Low,1,0,,158,35.55,5,12,1
BK106456,2024-07-29,2024-09-11,44,JPN,Online TA,0,Transient,1,0,1,7,A,108,No Deposit,0,OTA,0,,High,0,0,,756,75.6,2,7,9
BK106457,2024-05-06,2024-07-05,60,USA,Online TA,0,Transient,2,0,1,3,A,122,Non Refund,0,OTA,0,,Peak,0,0,,366,109.8,4,5,7
BK106458,2024-08-19,2024-09-03,15,GBR,Online TA,0,Transient,2,1,1,1,A,113,No Deposit,0,Travel Agent,1,2024-08-22,High,0,1,Change of plans,113,79.1,1,8,9
BK106459,2024-08-07,2024-09-01,25,FRA,Online TA,0,Transient,2,0,1,1,A,104,No Deposit,0,Direct,0,,High,0,0,,104,72.8,6,8,9
BK106460,2024-11-14,2024-12-27,43,IND,Online TA,0,Transient,2,0,1,3,A,122,No Deposit,1,OTA,0,,Peak,0,0,,366,97.6,4,11,12
BK106461,2024-12-28,2025-01-11,14,JPN,Direct,0,Transient,4,2,1,4,D,148,Refundable,1,OTA,1,2025-01-03,Low,0,0,Corporate reshuffling,592,66.6,5,12,1
BK106462,2024-03-03,2024-06-08,97,USA,Online TA,1,Transient,2,0,1,5,A,108,Non Refund,1,OTA,0,,High,0,0,,540,81.0,5,3,6
BK106463,2024-11-21,2025-01-15,55,DEU,Online TA,0,Transient,4,1,1,5,E,156,No Deposit,1,OTA,0,,Low,0,0,,780,70.2,2,11,1
BK106464,2025-02-04,2025-02-07,3,GBR,Online TA,0,Transient,3,0,1,3,E,216,Non Refund,1,OTA,0,,Low,0,0,,648,108.0,4,2,2
BK106465,2025-05-11,2025-06-29,49,FRA,Online TA,0,Transient-Party,3,0,1,2,B,162,Non Refund,0,Travel Agent,0,,High,0,0,,324,121.5,6,5,6
BK106466,2024-06-30,2024-07-15,15,ITA,Offline TA/TO,0,Group,3,0,3,4,C,105,No Deposit,0,OTA,0,,Peak,0,0,,1260,94.5,0,6,7
BK106467,2023-10-20,2023-10-26,6,FRA,Corporate,0,Contract,2,0,1,5,B,131,Non Refund,0,Direct,0,,Medium,0,0,,655,78.6,3,10,10
BK106468,2025-06-17,2025-07-21,34,JPN,Online TA,0,Group,1,1,4,5,A,134,Refundable,2,OTA,1,2025-07-09,Peak,0,0,Found cheaper option,2680,120.6,0,6,7
BK106469,2025-05-17,2025-05-17,0,IND,Complementary,0,Transient-Party,1,0,1,6,C,82,No Deposit,0,OTA,0,,Medium,0,0,,492,53.3,5,5,5
BK106470,2024-03-08,2024-04-07,30,IND,Offline TA/TO,0,Transient-Party,2,0,1,5,B,125,No Deposit,0,OTA,0,,Medium,0,0,,625,75.0,6,3,4
BK106471,2025-04-07,2025-09-11,157,JPN,Direct,0,Transient,1,0,1,5,D,184,Refundable,3,OTA,0,,High,0,0,,920,128.8,3,4,9
BK106472,2023-01-14,2023-02-15,32,GBR,Groups,0,Transient,2,1,1,6,C,91,No Deposit,0,OTA,0,,Low,0,0,,546,45.5,2,1,2
BK106473,2024-06-19,2024-06-30,11,FRA,Online TA,0,Transient,3,0,1,1,B,153,Refundable,1,Direct,0,,High,0,0,,153,114.75,6,6,6
BK106474,2023-04-20,2023-04-25,5,IND,Corporate,0,Transient,2,1,1,7,A,99,No Deposit,0,Direct,0,,Medium,0,0,,693,59.4,1,4,4
BK106475,2023-01-26,2023-01-29,3,ITA,Online TA,0,Transient,2,1,1,3,A,92,Non Refund,0,Direct,0,,Low,0,0,,276,41.4,6,1,1
BK106476,2024-01-26,2024-04-19,84,IND,Online TA,0,Transient,2,1,1,4,A,95,No Deposit,0,OTA,1,2024-04-15,Medium,0,0,Change of plans,380,57.0,4,1,4
BK106477,2023-05-29,2023-08-20,83,DEU,Corporate,0,Transient,2,0,1,6,E,230,Refundable,1,Corporate,0,,Peak,0,0,,1380,195.5,6,5,8
BK106478,2023-02-24,2023-03-07,11,GBR,Online TA,0,Transient,3,0,1,4,D,145,No Deposit,1,Corporate,0,,Medium,0,0,,580,79.75,1,2,3
BK106479,2024-11-17,2025-01-26,70,DEU,Direct,0,Transient-Party,2,0,1,5,A,83,Non Refund,1,OTA,0,,Low,0,0,,415,37.35,6,11,1
BK106480,2023-02-27,2023-05-20,82,IND,Groups,0,Transient,2,0,1,1,A,100,No Deposit,1,Direct,0,,Medium,0,0,,100,65.0,5,2,5
BK106481,2023-07-24,2023-08-08,15,GBR,Corporate,0,Transient,2,0,1,3,C,109,No Deposit,0,OTA,0,,Peak,0,0,,327,92.65,1,7,8
BK106482,2023-10-01,2023-10-01,0,USA,Offline TA/TO,0,Transient,2,0,1,1,A,97,Non Refund,1,Direct,0,,Medium,0,0,,97,58.2,6,10,10
BK106483,2025-02-07,2025-02-12,5,IND,Online TA,0,Group,1,0,3,1,C,80,Non Refund,0,Corporate,0,,Low,0,0,,240,40.0,2,2,2
BK106484,2025-03-15,2025-03-18,3,ESP,Groups,0,Transient,2,0,1,3,B,130,Non Refund,0,OTA,0,,Medium,0,0,,390,71.5,1,3,3
BK106485,2023-06-14,2023-06-14,0,IND,Direct,0,Group,1,0,3,7,A,118,No Deposit,3,OTA,0,,High,0,0,,2478,88.5,2,6,6
BK106486,2023-10-21,2024-01-27,98,DEU,Direct,0,Transient,1,2,1,2,B,117,Refundable,0,OTA,1,2024-01-09,Low,0,0,Weather concerns,234,52.65,5,10,1
BK106487,2024-11-30,2025-01-06,37,GBR,Direct,1,Transient,2,0,1,7,B,120,Refundable,0,Travel Agent,1,2025-01-04,Low,0,0,Budget approval delay,840,54.0,0,11,1
BK106488,2023-09-14,2023-09-28,14,JPN,Online TA,0,Transient,2,1,1,2,C,110,Non Refund,0,OTA,0,,High,0,0,,220,77.0,3,9,9
BK106489,2023-05-30,2023-06-20,21,CHN,Online TA,0,Transient,3,2,1,3,A,132,Refundable,0,OTA,1,2023-06-11,High,0,1,Travel issue,396,99.0,1,5,6
BK106490,2025-05-09,2025-05-13,4,FRA,Offline TA/TO,0,Group,2,0,4,3,D,184,No Deposit,0,Travel Agent,0,,Medium,0,0,,2208,119.6,1,5,5
BK106491,2023-03-05,2023-06-11,98,ESP,Online TA,0,Transient,1,1,1,3,B,182,Refundable,1,OTA,0,,High,0,0,,546,136.5,6,3,6
BK106492,2024-12-08,2025-02-04,58,GBR,Online TA,0,Group,3,0,3,1,C,80,Non Refund,1,OTA,1,2025-01-29,Low,0,0,Illness,240,40.0,1,12,2
BK106493,2025-03-14,2025-03-22,8,ITA,Online TA,0,Transient,2,0,1,3,A,86,No Deposit,3,OTA,0,,Medium,0,0,,258,47.3,5,3,3
BK106494,2023-10-30,2023-12-31,62,CHN,Online TA,0,Transient,2,0,1,3,C,110,No Deposit,0,OTA,0,,Peak,0,0,,330,88.0,6,10,12
BK106495,2023-07-28,2023-08-19,22,CHN,Corporate,0,Transient,1,0,1,6,B,204,No Deposit,1,Direct,0,,Peak,0,0,,1224,173.4,5,7,8
BK106496,2025-02-10,2025-04-02,51,CAN,Online TA,0,Contract,2,1,1,2,B,135,No Deposit,0,OTA,0,,Medium,0,0,,270,81.0,2,2,4
BK106497,2024-07-08,2024-09-01,55,FRA,Online TA,0,Transient,2,0,1,1,B,150,No Deposit,1,Direct,1,2024-08-20,High,0,0,Change of plans,150,105.0,6,7,9
BK106498,2023-02-03,2023-04-05,61,AUS,Online TA,0,Transient,1,1,1,4,C,97,No Deposit,0,Direct,0,,Medium,0,0,,388,58.2,2,2,4
BK106499,2024-01-03,2024-01-13,10,CAN,Online TA,0,Transient,3,1,1,4,B,106,No Deposit,0,OTA,0,,Low,0,0,,424,47.7,5,1,1
BK106500,2025-04-13,2025-05-22,39,CAN,Online TA,0,Transient,2,2,1,2,A,110,No Deposit,0,OTA,0,,Medium,0,0,,220,71.5,3,4,5
BK106501,2024-04-08,2024-04-18,10,AUS,Groups,0,Transient,2,0,1,2,D,166,No Deposit,0,OTA,0,,Medium,0,0,,332,99.6,3,4,4
BK106502,2023-04-15,2023-04-26,11,FRA,Direct,0,Transient,1,0,1,3,C,87,No Deposit,2,OTA,0,,Medium,0,0,,261,52.2,2,4,4
BK106503,2024-09-22,2024-10-09,17,ESP,Online TA,0,Transient,2,1,1,4,A,94,No Deposit,0,OTA,0,,Medium,0,0,,376,56.4,2,9,10
BK106504,2025-06-07,2025-07-02,25,CHN,Offline TA/TO,0,Transient,3,0,1,3,A,116,Non Refund,0,OTA,0,,Peak,0,0,,348,104.4,2,6,7
BK106505,2024-11-22,2024-11-29,7,BRA,Corporate,0,Group,2,0,2,6,C,73,No Deposit,0,Corporate,0,,Low,0,0,,876,36.5,4,11,11
BK106506,2025-01-27,2025-04-15,78,FRA,Online TA,0,Transient,2,0,1,2,A,96,No Deposit,0,Direct,0,,Medium,0,0,,192,57.6,1,1,4
BK106507,2024-07-29,2024-09-26,59,GBR,Online TA,0,Transient,2,0,1,5,D,181,Refundable,1,Direct,1,2024-08-20,High,0,0,Change of dates,905,126.7,3,7,9
BK106508,2025-06-04,2025-08-10,67,CHN,Corporate,0,Transient,2,0,1,3,A,124,No Deposit,0,OTA,0,,Peak,0,0,,372,105.4,6,6,8
BK106509,2023-08-18,2023-09-23,36,IND,Online TA,0,Transient,1,0,1,4,B,148,Refundable,1,OTA,0,,High,0,0,,592,103.6,5,8,9
BK106510,2025-01-30,2025-03-16,45,USA,Groups,1,Transient,1,0,1,6,D,155,Non Refund,0,Corporate,0,,Medium,0,0,,930,85.25,6,1,3
BK106511,2024-10-24,2024-12-03,40,AUS,Direct,0,Group,2,0,2,5,B,165,No Deposit,0,Direct,0,,Peak,1,0,,1650,132.0,1,10,12
BK106512,2024-07-28,2024-08-05,8,IND,Complementary,0,Transient,2,0,1,6,A,117,Refundable,0,Direct,0,,Peak,1,0,,702,99.45,0,7,8
BK106513,2024-02-03,2024-02-16,13,CHN,Online TA,0,Group,2,0,2,5,E,190,No Deposit,0,OTA,0,,Low,0,0,,1900,95.0,4,2,2
BK106514,2023-09-01,2023-09-09,8,ESP,Groups,0,Transient,4,0,1,1,B,155,Refundable,0,OTA,0,,High,0,0,,155,108.5,5,9,9
BK106515,2024-06-07,2024-08-10,64,ESP,Online TA,0,Transient,2,1,1,4,B,169,Non Refund,3,Corporate,1,2024-07-21,Peak,0,0,Found cheaper option,676,143.65,5,6,8
BK106516,2025-03-14,2025-03-19,5,IND,Offline TA/TO,0,Transient,2,0,1,3,A,100,No Deposit,0,OTA,0,,Medium,0,0,,300,55.0,2,3,3
BK106517,2025-03-26,2025-06-16,82,USA,Direct,0,Group,2,1,3,4,B,187,Refundable,1,OTA,1,2025-04-18,High,0,0,Budget approval delay,2244,140.25,0,3,6
BK106518,2025-03-28,2025-04-07,10,USA,Complementary,0,Contract,2,0,1,3,B,135,No Deposit,0,OTA,0,,Medium,0,0,,405,81.0,0,3,4
BK106519,2024-12-13,2024-12-22,9,CHN,Complementary,0,Transient,2,0,1,4,B,157,No Deposit,0,Travel Agent,0,,Peak,0,0,,628,125.6,6,12,12
BK106520,2023-10-22,2023-11-20,29,GBR,Online TA,0,Transient,2,0,1,5,B,116,No Deposit,1,OTA,1,2023-11-16,Low,0,0,Illness,580,58.0,0,10,11
BK106521,2024-12-10,2025-01-27,48,BRA,Offline TA/TO,0,Transient,2,0,1,1,B,101,No Deposit,1,Direct,0,,Low,0,1,,101,45.45,0,12,1
BK106522,2024-11-11,2024-11-17,6,IND,Corporate,0,Transient,2,0,1,4,A,96,Refundable,1,OTA,0,,Low,0,0,,384,48.0,6,11,11
BK106523,2023-02-18,2023-03-16,26,USA,Online TA,0,Transient,1,1,1,4,C,88,Refundable,0,Direct,0,,Medium,0,0,,352,48.4,3,2,3
BK106524,2024-01-26,2024-02-11,16,IND,Offline TA/TO,0,Transient,1,0,1,1,C,90,No Deposit,0,OTA,0,,Low,0,0,,90,45.0,6,1,2
BK106525,2024-02-01,2024-02-19,18,CAN,Offline TA/TO,0,Group,1,0,2,9,B,118,Refundable,0,Corporate,0,,Low,0,0,,2124,59.0,0,2,2
BK106526,2024-03-02,2024-03-16,14,DEU,Corporate,0,Transient,2,1,1,2,D,160,Refundable,1,Direct,0,,Medium,0,0,,320,88.0,5,3,3
BK106527,2025-03-18,2025-05-27,70,FRA,Direct,0,Transient,2,0,1,3,A,96,Refundable,0,Direct,0,,Medium,0,0,,288,62.4,1,3,5
BK106528,2024-12-02,2025-01-11,40,CHN,Online TA,0,Contract,2,2,1,1,B,124,No Deposit,0,Direct,0,,Low,0,0,,124,55.8,5,12,1
BK106529,2023-11-17,2023-12-20,33,CAN,Direct,0,Transient,2,0,1,4,A,143,No Deposit,0,Corporate,0,,Peak,0,0,,572,114.4,2,11,12
BK106530,2024-07-19,2024-10-24,97,FRA,Online TA,0,Transient,2,0,1,4,E,209,No Deposit,0,OTA,0,,Medium,0,0,,836,125.4,3,7,10
BK106531,2023-02-25,2023-02-26,1,CHN,Direct,1,Transient,1,0,1,2,B,123,No Deposit,0,Direct,0,,Low,0,0,,246,61.5,6,2,2
BK106532,2023-01-14,2023-03-01,46,FRA,Direct,0,Transient,2,0,1,3,A,102,Refundable,1,OTA,0,,Medium,0,0,,306,56.1,2,1,3
BK106533,2025-01-31,2025-03-18,46,AUS,Online TA,0,Transient,2,0,1,3,C,74,Non Refund,1,Direct,0,,Medium,0,0,,222,40.7,1,1,3
BK106534,2023-09-15,2023-09-17,2,GBR,Direct,1,Transient,2,0,1,1,D,195,No Deposit,0,Direct,0,,High,0,0,,195,136.5,6,9,9
BK106535,2023-07-27,2023-08-04,8,CHN,Direct,0,Transient,1,0,1,2,D,201,No Deposit,1,OTA,0,,Peak,0,0,,402,170.85,4,7,8
